Channel,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Taxes
City Market: DTR,Body Parts,891,"$3,268.31 ",0,$0.00 ,($52.01),"$3,216.30 ",$233.26 
City Market: DTR,Bones & Co,46,$966.04 ,0,$0.00 ,($169.93),$796.11 ,$57.72 
City Market: DTR,BoxieCat,7,$236.93 ,0,$0.00 ,($29.99),$206.94 ,$15.01 
City Market: DTR,Bradley Caldwell,73,$401.27 ,-1,($59.99),$0.00 ,$341.28 ,$24.80 
City Market: DTR,Brilliant Salmon Oil,4,$101.96 ,0,$0.00 ,($44.99),$56.97 ,$4.13 
City Market: DTR,Bubba Rose,4,$61.96 ,0,$0.00 ,$0.00 ,$61.96 ,$4.49 
City Market: DTR,Butcher's Block,29,$688.71 ,0,$0.00 ,($54.99),$633.72 ,$45.97 
City Market: DTR,Canidae,16,$372.84 ,0,$0.00 ,($37.99),$334.85 ,$24.29 
City Market: DTR,Canine Caviar,6,$470.94 ,0,$0.00 ,($184.98),$285.96 ,$20.72 
City Market: DTR,Canophera,35,$705.65 ,0,$0.00 ,$0.00 ,$705.65 ,$51.17 
City Market: DTR,Carna4,11,$729.89 ,-1,($47.99),($169.99),$511.91 ,$37.11 
City Market: DTR,Cat,20,$19.80 ,0,$0.00 ,$0.00 ,$19.80 ,$1.42 
City Market: DTR,Chasing Our Tails,1,$22.99 ,0,$0.00 ,$0.00 ,$22.99 ,$1.67 
City Market: DTR,Chilly Dog,24,$125.76 ,0,$0.00 ,$0.00 ,$125.76 ,$9.14 
City Market: DTR,Coastal,18,$283.82 ,-2,($23.98),$0.00 ,$259.84 ,$18.84 
City Market: DTR,Colorado Pet Treats,20,$314.80 ,0,$0.00 ,($1.35),$313.45 ,$22.71 
City Market: DTR,Core,2,$49.98 ,0,$0.00 ,$0.00 ,$49.98 ,$3.62 
City Market: DTR,Crochet Kitty,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.09 
City Market: DTR,Crump's Naturals,33,$390.67 ,-8,($93.92),($15.00),$281.75 ,$20.43 
City Market: DTR,DOYENWORLD,1,$6.99 ,0,$0.00 ,$0.00 ,$6.99 ,$0.50 
City Market: DTR,Dexypaws,7,$120.93 ,0,$0.00 ,$0.00 ,$120.93 ,$8.78 
City Market: DTR,Dezi & Roo,22,$151.78 ,0,$0.00 ,$0.00 ,$151.78 ,$11.01 
City Market: DTR,Dog Treats,3,$33.97 ,0,$0.00 ,($7.00),$26.97 ,$1.96 
City Market: DTR,Dog Wash,6,$120.00 ,0,$0.00 ,($20.00),$100.00 ,$0.00 
City Market: DTR,Dogline,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$2.90 
City Market: DTR,Dr. Elsey's,10,$191.90 ,0,$0.00 ,($9.30),$182.60 ,$13.23 
City Market: DTR,Earth Animal,2,$28.98 ,0,$0.00 ,$0.00 ,$28.98 ,$2.11 
City Market: DTR,Earth Rated,44,$406.56 ,0,$0.00 ,$0.00 ,$406.56 ,$29.48 
City Market: DTR,Earthborn,20,$847.80 ,0,$0.00 ,($41.39),$806.41 ,$58.45 
City Market: DTR,Ecos,2,$30.48 ,0,$0.00 ,$0.00 ,$30.48 ,$2.20 
City Market: DTR,Ethical Cat,7,$31.93 ,0,$0.00 ,$0.00 ,$31.93 ,$2.31 
City Market: DTR,Evanger'S,300,$847.65 ,0,$0.00 ,($3.01),$844.64 ,$61.24 
City Market: DTR,Ezydog,2,$75.98 ,0,$0.00 ,$0.00 ,$75.98 ,$5.51 
City Market: DTR,Farmina Pet Foods,3,$44.57 ,0,$0.00 ,$0.00 ,$44.57 ,$3.24 
City Market: DTR,Flexi,3,$67.97 ,0,$0.00 ,$0.00 ,$67.97 ,$4.93 
City Market: DTR,Fluff & Tuff,51,$893.49 ,0,$0.00 ,($9.49),$884.00 ,$64.05 
City Market: DTR,From The Field,70,$201.30 ,0,$0.00 ,($6.14),$195.16 ,$14.16 
City Market: DTR,Fromm,203,"$3,795.27 ",0,$0.00 ,($451.47),"$3,343.80 ",$242.48 
City Market: DTR,Front Porch Pets,3,$62.97 ,0,$0.00 ,$0.00 ,$62.97 ,$4.57 
City Market: DTR,Fruitables,26,$198.74 ,0,$0.00 ,($1.50),$197.24 ,$14.32 
City Market: DTR,FuzzYard,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.72 
City Market: DTR,Giftable World,9,$120.91 ,0,$0.00 ,$0.00 ,$120.91 ,$8.78 
City Market: DTR,Glacier Peak Holistics,1,$118.99 ,0,$0.00 ,$0.00 ,$118.99 ,$8.63 
City Market: DTR,Go Cat Feathers,30,$300.70 ,0,$0.00 ,$0.00 ,$300.70 ,$21.78 
City Market: DTR,Goli Design,3,$32.97 ,0,$0.00 ,$0.00 ,$32.97 ,$2.40 
City Market: DTR,Grandma Lynch,6,$59.94 ,0,$0.00 ,$0.00 ,$59.94 ,$4.33 
City Market: DTR,Green Element,4,$176.96 ,0,$0.00 ,($10.00),$166.96 ,$12.11 
City Market: DTR,Green Juju,13,$321.87 ,0,$0.00 ,($53.97),$267.90 ,$19.42 
City Market: DTR,Growl,1,$16.99 ,0,$0.00 ,($8.50),$8.49 ,$0.62 
City Market: DTR,Happy Howie's,150,$354.70 ,0,$0.00 ,($1.69),$353.01 ,$25.65 
City Market: DTR,Home Range,23,$175.77 ,0,$0.00 ,$0.00 ,$175.77 ,$12.75 
City Market: DTR,Homeopet,4,$64.96 ,0,$0.00 ,$0.00 ,$64.96 ,$4.71 
City Market: DTR,Hugglehounds,7,$91.93 ,0,$0.00 ,$0.00 ,$91.93 ,$6.69 
City Market: DTR,Huxley & Kent,4,$41.96 ,0,$0.00 ,$0.00 ,$41.96 ,$3.05 
City Market: DTR,Icelandic+,31,$131.69 ,0,$0.00 ,($0.30),$131.39 ,$9.53 
City Market: DTR,Imagine That Design,2,$63.98 ,0,$0.00 ,$0.00 ,$63.98 ,$4.63 
City Market: DTR,Imagine This Design,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.37 
City Market: DTR,Inaba,44,$197.56 ,0,$0.00 ,$0.00 ,$197.56 ,$14.33 
City Market: DTR,Inclover,8,$228.42 ,0,$0.00 ,($3.00),$225.42 ,$16.35 
City Market: DTR,India Collars,3,$89.97 ,0,$0.00 ,$0.00 ,$89.97 ,$6.53 
City Market: DTR,Injoya,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.45 
City Market: DTR,Ithaca Acres,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.80 
City Market: DTR,K9 Granola Factory,31,$230.95 ,-1,($12.99),$0.00 ,$217.96 ,$15.81 
City Market: DTR,KOHA,56,$190.34 ,0,$0.00 ,($7.97),$182.37 ,$13.22 
City Market: DTR,Kennel Master,4,$95.46 ,0,$0.00 ,$0.00 ,$95.46 ,$6.91 
City Market: DTR,Kitty Boinks,9,$13.91 ,0,$0.00 ,$0.00 ,$13.91 ,$1.01 
City Market: DTR,Kong,45,$532.55 ,0,$0.00 ,$0.00 ,$532.55 ,$38.60 
City Market: DTR,Lambwolf,7,$98.93 ,0,$0.00 ,$0.00 ,$98.93 ,$7.16 
City Market: DTR,Lightning Dog,1,$16.99 ,0,$0.00 ,($8.50),$8.49 ,$0.61 
City Market: DTR,Lotus,84,$278.16 ,0,$0.00 ,($37.88),$240.28 ,$17.42 
City Market: DTR,Lupine,31,$532.69 ,-1,($10.99),($0.84),$520.86 ,$37.77 
City Market: DTR,Magic Carpet,2,$66.98 ,0,$0.00 ,$0.00 ,$66.98 ,$4.86 
City Market: DTR,Magic Cat Co,2,$9.98 ,0,$0.00 ,$0.00 ,$9.98 ,$0.72 
City Market: DTR,Messy Mutts,16,$299.84 ,-2,($67.98),$0.00 ,$231.86 ,$16.83 
City Market: DTR,Midwest,4,$40.96 ,0,$0.00 ,$0.00 ,$40.96 ,$2.97 
City Market: DTR,Moderna,10,$134.40 ,-1,($23.99),($2.00),$108.41 ,$7.85 
City Market: DTR,Molly Mutt,1,$64.99 ,0,$0.00 ,$0.00 ,$64.99 ,$4.71 
City Market: DTR,Mountain Dog,8,$201.92 ,-1,($31.99),$0.00 ,$169.93 ,$12.33 
City Market: DTR,Multipet,17,$227.83 ,0,$0.00 ,$0.00 ,$227.83 ,$16.51 
City Market: DTR,My Perfect Pet,7,$260.93 ,0,$0.00 ,$0.00 ,$260.93 ,$18.91 
City Market: DTR,Nature Cide,4,$35.96 ,0,$0.00 ,$0.00 ,$35.96 ,$2.60 
City Market: DTR,Natures Logic,162,"$6,425.09 ",-3,($61.97),"($1,091.02)","$5,272.10 ",$382.26 
City Market: DTR,Necoichi,4,$146.96 ,0,$0.00 ,$0.00 ,$146.96 ,$10.66 
City Market: DTR,New Zealand Naturals,9,$389.91 ,0,$0.00 ,($58.99),$330.92 ,$23.98 
City Market: DTR,Nexderma,4,$120.96 ,0,$0.00 ,($43.49),$77.47 ,$5.62 
City Market: DTR,Nite Ize,2,$18.98 ,0,$0.00 ,$0.00 ,$18.98 ,$1.38 
City Market: DTR,Nocciola,21,$294.79 ,0,$0.00 ,$0.00 ,$294.79 ,$21.35 
City Market: DTR,Nordic Naturals,1,$41.99 ,0,$0.00 ,$0.00 ,$41.99 ,$3.04 
City Market: DTR,Nugget's,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.94 
City Market: DTR,OC Raw,50,"$2,009.50 ",-1,($30.49),($184.97),"$1,794.04 ",$130.09 
City Market: DTR,Open Farm,394,"$7,083.36 ",-2,($69.98),($629.37),"$6,384.01 ",$462.75 
City Market: DTR,Outward Hound,25,$378.75 ,0,$0.00 ,$0.00 ,$378.75 ,$27.45 
City Market: DTR,Pet Adventures Worldwide,14,$265.86 ,-1,($12.99),$0.00 ,$252.87 ,$18.32 
City Market: DTR,Pet Corrector,2,$21.98 ,0,$0.00 ,$0.00 ,$21.98 ,$1.60 
City Market: DTR,Pet Pallet,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.36 
City Market: DTR,Pet Releaf,17,$569.83 ,0,$0.00 ,($24.00),$545.83 ,$39.54 
City Market: DTR,PetAG,1,$2.99 ,0,$0.00 ,$0.00 ,$2.99 ,$0.22 
City Market: DTR,Petmate,31,$417.69 ,0,$0.00 ,$0.00 ,$417.69 ,$30.27 
City Market: DTR,Petsafe,8,$157.92 ,-1,($16.99),($12.14),$128.79 ,$9.33 
City Market: DTR,Petsport,6,$103.94 ,0,$0.00 ,($3.99),$99.95 ,$7.23 
City Market: DTR,Pill Buddies,10,$183.90 ,0,$0.00 ,$0.00 ,$183.90 ,$13.34 
City Market: DTR,Playology,14,$186.86 ,0,$0.00 ,($7.49),$179.37 ,$13.00 
City Market: DTR,Plush,5,$137.95 ,-1,($26.99),$0.00 ,$110.96 ,$8.05 
City Market: DTR,Polka Dog,21,$341.29 ,-1,($14.99),($42.48),$283.82 ,$20.59 
City Market: DTR,Portland Pet Foods,8,$46.92 ,0,$0.00 ,($6.99),$39.93 ,$2.90 
City Market: DTR,Presido,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
City Market: DTR,Primal,4,$95.96 ,-1,($38.99),$0.00 ,$56.97 ,$4.13 
City Market: DTR,Puppy Cake,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.17 
City Market: DTR,QT Dog,26,$262.74 ,0,$0.00 ,$0.00 ,$262.74 ,$19.04 
City Market: DTR,Quick Tag,13,$168.87 ,0,$0.00 ,($7.86),$161.01 ,$11.69 
City Market: DTR,RC Pets,9,$131.91 ,-1,($17.99),$0.00 ,$113.92 ,$8.27 
City Market: DTR,Raised Right,9,$161.91 ,0,$0.00 ,$0.00 ,$161.91 ,$11.74 
City Market: DTR,Raw Dynamic,43,"$1,430.57 ",-1,($23.99),$0.00 ,"$1,406.58 ",$101.96 
City Market: DTR,Red Dingo,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.09 
City Market: DTR,Red Dog Bakery,56,$223.44 ,0,$0.00 ,($26.94),$196.50 ,$14.27 
City Market: DTR,Rompicatz,6,$89.94 ,0,$0.00 ,$0.00 ,$89.94 ,$6.52 
City Market: DTR,Ruff Dawg,6,$152.94 ,0,$0.00 ,$0.00 ,$152.94 ,$11.09 
City Market: DTR,Ruffwear,13,$479.75 ,0,$0.00 ,$0.00 ,$479.75 ,$34.79 
City Market: DTR,Savage Cat,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.09 
City Market: DTR,Service,36,$500.00 ,0,$0.00 ,($75.00),$425.00 ,$0.00 
City Market: DTR,Shepherd Boy Farms,121,"$1,896.79 ",0,$0.00 ,($357.83),"$1,538.96 ",$111.59 
City Market: DTR,Simple Solutions,3,$85.97 ,0,$0.00 ,$0.00 ,$85.97 ,$6.24 
City Market: DTR,Smack,6,$386.94 ,0,$0.00 ,($75.00),$311.94 ,$22.62 
City Market: DTR,Small Batch,43,"$1,359.07 ",0,$0.00 ,($27.82),"$1,331.25 ",$96.50 
City Market: DTR,Smalls,33,$247.67 ,-1,($8.99),($0.25),$238.43 ,$17.26 
City Market: DTR,Smart Cookie,11,$124.89 ,0,$0.00 ,($6.60),$118.29 ,$8.57 
City Market: DTR,Snook's,77,$163.13 ,0,$0.00 ,($3.30),$159.83 ,$11.53 
City Market: DTR,Snuggle Puppy,2,$59.98 ,0,$0.00 ,$0.00 ,$59.98 ,$4.35 
City Market: DTR,Solutions,1,$11.99 ,0,$0.00 ,$0.00 ,$11.99 ,$0.87 
City Market: DTR,Southeast Pet,4,$259.96 ,0,$0.00 ,($84.60),$175.36 ,$12.72 
City Market: DTR,Springland Pets,3,$83.97 ,0,$0.00 ,$0.00 ,$83.97 ,$6.09 
City Market: DTR,Steve's,19,"$1,601.81 ",-1,($129.99),($129.99),"$1,341.83 ",$97.26 
City Market: DTR,Sustainably Yours,8,$243.92 ,0,$0.00 ,($49.98),$193.94 ,$14.06 
City Market: DTR,Sustenance Herbs,5,$140.95 ,0,$0.00 ,$0.00 ,$140.95 ,$10.22 
City Market: DTR,Swelll,22,$153.78 ,0,$0.00 ,$0.00 ,$153.78 ,$11.15 
City Market: DTR,The Avalon Society,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.17 
City Market: DTR,The Lazy Dog Cookie Co,7,$57.93 ,0,$0.00 ,$0.00 ,$57.93 ,$4.20 
City Market: DTR,The Rabbit Tap,85,$285.15 ,0,$0.00 ,($0.99),$284.16 ,$20.57 
City Market: DTR,Thunderworks,4,$94.96 ,0,$0.00 ,$0.00 ,$94.96 ,$6.89 
City Market: DTR,Toys,106,$525.00 ,0,$0.00 ,($15.00),$510.00 ,$36.81 
City Market: DTR,Tropiclean,3,$20.97 ,0,$0.00 ,($3.49),$17.48 ,$1.27 
City Market: DTR,TrueBlue Pets,7,$109.93 ,0,$0.00 ,($23.19),$86.74 ,$6.29 
City Market: DTR,Tuckers,4,$58.96 ,0,$0.00 ,$0.00 ,$58.96 ,$4.27 
City Market: DTR,Tuesday's Natural Dog Co,149,"$2,021.51 ",0,$0.00 ,($8.46),"$2,013.05 ",$145.91 
City Market: DTR,Tulum Handmade,2,$65.98 ,0,$0.00 ,$0.00 ,$65.98 ,$4.78 
City Market: DTR,Ultra Oil,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.38 
City Market: DTR,Uncategorized,2,$84.99 ,0,$0.00 ,$0.00 ,$84.99 ,$1.82 
City Market: DTR,Unique,2,$35.98 ,0,$0.00 ,$0.00 ,$35.98 ,$2.61 
City Market: DTR,Up Country,4,$103.96 ,0,$0.00 ,$0.00 ,$103.96 ,$7.53 
City Market: DTR,VIP,15,$268.85 ,0,$0.00 ,($8.50),$260.35 ,$18.87 
City Market: DTR,Vee Enterprises,7,$48.43 ,0,$0.00 ,$0.00 ,$48.43 ,$3.52 
City Market: DTR,Vet's Best,2,$19.98 ,-1,($9.99),$0.00 ,$9.99 ,$0.73 
City Market: DTR,Victor,59,"$2,403.33 ",-1,($15.99),($298.40),"$2,088.94 ",$151.46 
City Market: DTR,Vital Essentials,102,$859.48 ,0,$0.00 ,($104.45),$755.03 ,$54.75 
City Market: DTR,Wag & Brite,27,$426.73 ,0,$0.00 ,($1.95),$424.78 ,$30.78 
City Market: DTR,Wee-Wee,1,$15.99 ,0,$0.00 ,$0.00 ,$15.99 ,$1.16 
City Market: DTR,Weruva,156,$386.14 ,0,$0.00 ,($0.50),$385.64 ,$27.95 
City Market: DTR,West Paw,11,$182.89 ,0,$0.00 ,$0.00 ,$182.89 ,$13.26 
City Market: DTR,Wholistic Pet Organics,1,$61.99 ,0,$0.00 ,$0.00 ,$61.99 ,$4.49 
City Market: DTR,Wicks For Wags,6,$97.94 ,0,$0.00 ,$0.00 ,$97.94 ,$7.12 
City Market: DTR,Wild Meadow Farms,23,$300.77 ,-1,($12.99),$0.00 ,$287.78 ,$20.86 
City Market: DTR,Winnie Lou,25,$308.75 ,0,$0.00 ,($11.64),$297.11 ,$21.52 
City Market: DTR,Woof,34,$569.66 ,0,$0.00 ,$0.00 ,$569.66 ,$41.31 
City Market: DTR,Yeowww,25,$244.75 ,0,$0.00 ,($0.88),$243.87 ,$17.68 
City Market: DTR,Yeti,4,$51.96 ,0,$0.00 ,$0.00 ,$51.96 ,$3.76 
City Market: DTR,Zenta,69,$102.81 ,0,$0.00 ,($3.10),$99.71 ,$7.25 
City Market: DTR,Zippy Paws,6,$65.94 ,-1,($11.99),$0.00 ,$53.95 ,$3.91 
Downtown Durham,2 hounds,2,$81.98 ,-1,($39.99),$0.00 ,$41.99 ,$3.15 
Downtown Durham,A Pup Above,9,$552.91 ,0,$0.00 ,($14.99),$537.92 ,$40.33 
Downtown Durham,Ark Naturals,8,$197.92 ,0,$0.00 ,($8.00),$189.92 ,$14.24 
Downtown Durham,Aroma Paws,7,$104.93 ,0,$0.00 ,$0.00 ,$104.93 ,$7.86 
Downtown Durham,Austin & Kat,7,$254.93 ,0,$0.00 ,($19.00),$235.93 ,$17.70 
Downtown Durham,Barker's Bowtique,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.50 
Downtown Durham,Baydog,6,$140.94 ,0,$0.00 ,$0.00 ,$140.94 ,$10.57 
Downtown Durham,Big Spoon Roasters,3,$38.97 ,0,$0.00 ,$0.00 ,$38.97 ,$2.92 
Downtown Durham,Bocce's Bakery,29,$242.71 ,0,$0.00 ,($30.89),$211.82 ,$15.86 
Downtown Durham,Body Parts,634,"$2,717.30 ",0,$0.00 ,($67.22),"$2,650.08 ",$198.57 
Downtown Durham,Bones & Co,25,$509.75 ,0,$0.00 ,($82.19),$427.56 ,$32.07 
Downtown Durham,BoxieCat,3,$66.97 ,0,$0.00 ,($11.30),$55.67 ,$4.17 
Downtown Durham,Bradley Caldwell,84,$279.16 ,0,$0.00 ,($0.39),$278.77 ,$20.79 
Downtown Durham,Brightkins,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.25 
Downtown Durham,Brilliant Salmon Oil,1,$44.99 ,0,$0.00 ,$0.00 ,$44.99 ,$3.37 
Downtown Durham,Bubba Rose,9,$120.69 ,0,$0.00 ,$0.00 ,$120.69 ,$9.06 
Downtown Durham,Butcher's Block,15,$275.85 ,0,$0.00 ,$0.00 ,$275.85 ,$20.68 
Downtown Durham,Calm Paws,1,$44.99 ,0,$0.00 ,$0.00 ,$44.99 ,$3.37 
Downtown Durham,Canine Caviar,5,$74.95 ,0,$0.00 ,$0.00 ,$74.95 ,$5.62 
Downtown Durham,Canophera,13,$196.87 ,0,$0.00 ,$0.00 ,$196.87 ,$14.77 
Downtown Durham,Carna4,10,"$1,145.90 ",0,$0.00 ,($244.96),$900.94 ,$67.57 
Downtown Durham,Cat,10,$9.90 ,0,$0.00 ,$0.00 ,$9.90 ,$0.73 
Downtown Durham,Chilly Dog,19,$92.81 ,0,$0.00 ,$0.00 ,$92.81 ,$6.97 
Downtown Durham,Coastal,2,$22.98 ,0,$0.00 ,$0.00 ,$22.98 ,$1.72 
Downtown Durham,Colorado Pet Treats,17,$254.33 ,0,$0.00 ,$0.00 ,$254.33 ,$19.06 
Downtown Durham,Crump's Naturals,10,$172.90 ,0,$0.00 ,$0.00 ,$172.90 ,$12.97 
Downtown Durham,Dexypaws,8,$134.92 ,0,$0.00 ,$0.00 ,$134.92 ,$10.12 
Downtown Durham,Dezi & Roo,10,$88.90 ,0,$0.00 ,$0.00 ,$88.90 ,$6.68 
Downtown Durham,Dog Treats,2,$66.98 ,0,$0.00 ,$0.00 ,$66.98 ,$5.03 
Downtown Durham,Dog Wash,3,$60.00 ,0,$0.00 ,$0.00 ,$60.00 ,$0.00 
Downtown Durham,Dogline,1,$39.99 ,-1,($39.99),$0.00 ,$0.00 ,$0.00 
Downtown Durham,Dr. Elsey's,10,$184.90 ,0,$0.00 ,$0.00 ,$184.90 ,$13.86 
Downtown Durham,Earth Rated,22,$194.28 ,0,$0.00 ,($9.78),$184.50 ,$13.83 
Downtown Durham,Earthborn,4,$50.96 ,0,$0.00 ,$0.00 ,$50.96 ,$3.80 
Downtown Durham,Ethical Cat,3,$13.97 ,0,$0.00 ,$0.00 ,$13.97 ,$1.05 
Downtown Durham,Evanger'S,187,$467.33 ,0,$0.00 ,($2.99),$464.34 ,$34.80 
Downtown Durham,Ezydog,5,$213.95 ,0,$0.00 ,($6.60),$207.35 ,$15.56 
Downtown Durham,Farmina Pet Foods,75,$358.05 ,0,$0.00 ,$0.00 ,$358.05 ,$26.86 
Downtown Durham,Flexi,2,$59.98 ,0,$0.00 ,$0.00 ,$59.98 ,$4.50 
Downtown Durham,Fluff & Tuff,35,$623.65 ,0,$0.00 ,$0.00 ,$623.65 ,$46.78 
Downtown Durham,From The Field,19,$73.81 ,0,$0.00 ,($0.90),$72.91 ,$5.49 
Downtown Durham,Fromm,97,"$2,863.03 ",0,$0.00 ,($178.95),"$2,684.08 ",$201.28 
Downtown Durham,Front Porch Pets,2,$41.98 ,0,$0.00 ,$0.00 ,$41.98 ,$3.14 
Downtown Durham,Fruitables,17,$134.83 ,0,$0.00 ,($11.99),$122.84 ,$9.21 
Downtown Durham,Giftable World,4,$60.96 ,0,$0.00 ,$0.00 ,$60.96 ,$4.57 
Downtown Durham,Go Cat Feathers,17,$161.83 ,0,$0.00 ,$0.00 ,$161.83 ,$12.13 
Downtown Durham,Goli Design,3,$32.97 ,0,$0.00 ,$0.00 ,$32.97 ,$2.46 
Downtown Durham,Grandma Lynch,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.75 
Downtown Durham,Green Juju,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.24 
Downtown Durham,Growl,1,$15.99 ,0,$0.00 ,$0.00 ,$15.99 ,$1.20 
Downtown Durham,Happy Howie's,171,$353.39 ,0,$0.00 ,($3.11),$350.28 ,$26.26 
Downtown Durham,Home Range,10,$109.90 ,0,$0.00 ,$0.00 ,$109.90 ,$8.25 
Downtown Durham,Homeopet,1,$16.99 ,0,$0.00 ,$0.00 ,$16.99 ,$1.28 
Downtown Durham,Hugglehounds,10,$117.90 ,0,$0.00 ,($3.49),$114.41 ,$8.56 
Downtown Durham,Huxley & Kent,15,$173.85 ,-2,($37.98),($5.90),$129.97 ,$9.74 
Downtown Durham,Icelandic+,21,$110.79 ,0,$0.00 ,($3.00),$107.79 ,$8.07 
Downtown Durham,Inaba,45,$202.05 ,0,$0.00 ,($12.12),$189.93 ,$14.28 
Downtown Durham,Inclover,6,$215.94 ,0,$0.00 ,($4.99),$210.95 ,$15.82 
Downtown Durham,Indi Pet,1,$7.99 ,0,$0.00 ,$0.00 ,$7.99 ,$0.60 
Downtown Durham,India Collars,4,$134.96 ,0,$0.00 ,$0.00 ,$134.96 ,$10.11 
Downtown Durham,Ithaca Acres,1,$10.99 ,0,$0.00 ,($5.50),$5.49 ,$0.41 
Downtown Durham,K9 Granola Factory,35,$264.91 ,0,$0.00 ,($1.20),$263.71 ,$19.75 
Downtown Durham,KOHA,153,$550.07 ,0,$0.00 ,($31.10),$518.97 ,$38.86 
Downtown Durham,Kennel Master,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.98 
Downtown Durham,Kitty Boinks,12,$18.88 ,0,$0.00 ,$0.00 ,$18.88 ,$1.40 
Downtown Durham,Kong,33,$362.67 ,0,$0.00 ,$0.00 ,$362.67 ,$27.17 
Downtown Durham,Lambwolf,2,$30.98 ,0,$0.00 ,$0.00 ,$30.98 ,$2.32 
Downtown Durham,Lotus,15,$50.35 ,0,$0.00 ,($2.49),$47.86 ,$3.59 
Downtown Durham,Lupine,21,$305.79 ,-1,($13.99),$0.00 ,$291.80 ,$21.89 
Downtown Durham,Magic Cat Co,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.38 
Downtown Durham,Messy Mutts,12,$148.88 ,0,$0.00 ,($0.30),$148.58 ,$11.13 
Downtown Durham,Moderna,4,$16.46 ,0,$0.00 ,$0.00 ,$16.46 ,$1.24 
Downtown Durham,Mountain Dog,8,$203.92 ,0,$0.00 ,$0.00 ,$203.92 ,$15.29 
Downtown Durham,Multipet,15,$158.85 ,0,$0.00 ,$0.00 ,$158.85 ,$11.91 
Downtown Durham,My Perfect Pet,6,$209.94 ,0,$0.00 ,$0.00 ,$209.94 ,$15.74 
Downtown Durham,Natural Immunogenics,2,$81.98 ,0,$0.00 ,$0.00 ,$81.98 ,$6.15 
Downtown Durham,Nature Valley,5,$8.95 ,0,$0.00 ,$0.00 ,$8.95 ,$0.67 
Downtown Durham,Natures Logic,40,"$1,550.90 ",0,$0.00 ,($159.58),"$1,391.32 ",$104.37 
Downtown Durham,Necoichi,9,$247.91 ,0,$0.00 ,$0.00 ,$247.91 ,$18.60 
Downtown Durham,Nexderma,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.87 
Downtown Durham,Nite Ize,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.13 
Downtown Durham,Nocciola,11,$164.89 ,-1,($14.99),$0.00 ,$149.90 ,$11.24 
Downtown Durham,Nugget's,1,$13.99 ,0,$0.00 ,$0.00 ,$13.99 ,$1.05 
Downtown Durham,OC Raw,23,$998.77 ,-1,($49.49),($169.98),$779.30 ,$58.44 
Downtown Durham,Open Farm,121,"$2,517.09 ",-1,($16.99),($108.48),"$2,391.62 ",$179.38 
Downtown Durham,Outward Hound,11,$153.89 ,0,$0.00 ,$0.00 ,$153.89 ,$11.54 
Downtown Durham,Pet Adventures Worldwide,3,$53.97 ,0,$0.00 ,($13.99),$39.98 ,$2.99 
Downtown Durham,Pet Corrector,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.82 
Downtown Durham,Pet Releaf,11,$451.89 ,0,$0.00 ,($51.99),$399.90 ,$30.00 
Downtown Durham,Petmate,29,$299.71 ,0,$0.00 ,($3.00),$296.71 ,$22.26 
Downtown Durham,Petsafe,6,$107.94 ,0,$0.00 ,($4.49),$103.45 ,$7.75 
Downtown Durham,Petsport,1,$11.99 ,0,$0.00 ,$0.00 ,$11.99 ,$0.90 
Downtown Durham,Pill Buddies,8,$143.92 ,0,$0.00 ,$0.00 ,$143.92 ,$10.80 
Downtown Durham,Playology,8,$107.92 ,0,$0.00 ,$0.00 ,$107.92 ,$8.10 
Downtown Durham,Plush,10,$276.90 ,0,$0.00 ,$0.00 ,$276.90 ,$20.78 
Downtown Durham,Polka Dog,23,$316.27 ,0,$0.00 ,($18.00),$298.27 ,$22.36 
Downtown Durham,Presido,6,$53.94 ,0,$0.00 ,$0.00 ,$53.94 ,$4.03 
Downtown Durham,Primal,17,$467.83 ,0,$0.00 ,($22.99),$444.84 ,$33.37 
